EURING Code,Current Name,Date Updated,Notes,Old name,Current IOC code
16330,Vireo olivaceus,02/06/2008,,Vireo olivaceus,21320
16340,Vireo altiloquus,02/06/2008,,Vireo altiloquus,21327
16350,Vireo gilvus,02/06/2008,,Vireo gilvus,21348
16360,Fringilla coelebs,02/06/2008,,Fringilla coelebs,33813
16361,Fringilla coelebs coelebs,02/06/2008,,Fringilla coelebs coelebs,33815
16362,Fringilla coelebs africana,02/06/2008,,Fringilla coelebs africana,NA
16363,Fringilla coelebs ombriosa,02/06/2008,,Fringilla coelebs ombriosa,NA
16364,Fringilla coelebs palmae,02/06/2008,,Fringilla coelebs palmae,NA
16365,Fringilla coelebs canariensis,02/06/2008,,Fringilla coelebs canariensis,NA
16366,Fringilla coelebs moreletti,15/11/2015,,Fringilla coelebs moreletti,NA
16370,Fringilla teydea,02/06/2008,,Fringilla teydea,33836
16371,Obsolete code,02/06/2008,Duplicated species ? use 16370,Fringilla teydea teydea,NA
16372,Fringilla polatzeki,02/06/2008,,Fringilla teydea polatzeki,33838
16380,Fringilla montifringilla,02/06/2008,,Fringilla montifringilla,33840
16389,Fringillidae sp.,02/06/2008,,Fringilla sp.,NA
16390,Serinus pusillus,02/06/2008,,Serinus pusillus,34370
16400,Serinus serinus,02/06/2008,,Serinus serinus,34371
16410,Serinus syriacus,02/06/2008,,Serinus syriacus,34372
16420,Serinus canaria,02/06/2008,,Serinus canaria,34373
16430,Spinus thibetanus,02/06/2008,,Serinus thibetanus,34387
16440,Carduelis citrinella,02/06/2008,,Serinus citrinella,34366
16441,Carduelis citrinella citrinella,02/06/2008,,Serinus citrinella citrinella,NA
16442,Carduelis corsicana,02/06/2008,,Serinus citrinella corsicana,34368
16450,Crithagra rothschildi,02/06/2008,,Serinus rothschildi,34200
16460,Crithagra menachensis,02/06/2008,,Serinus menachensis,34222
16470,Rhynchostruthus socotranus,02/06/2008,,Rhynchostruthus socotranus,34150
16480,Callacanthis burtoni,02/06/2008,,Callacanthis burtoni,33925
16490,Chloris chloris,02/06/2008,,Carduelis chloris,34122
16500,Chloris sinica,02/06/2008,,Carduelis sinica,34133
16510,Chloris ambigua,02/06/2008,,Carduelis ambigua,34146
16520,Chloris spinoides,02/06/2008,,Carduelis spinoides,34141
16530,Carduelis carduelis,02/06/2008,,Carduelis carduelis,34349
16531,Carduelis carduelis carduelis,02/06/2008,,Carduelis carduelis carduelis,34351
16532,Carduelis caniceps,02/06/2008,,Carduelis carduelis caniceps,NA
16540,Spinus spinus,02/06/2008,,Carduelis spinus,34400
16550,Spinus pinus,02/06/2008,,Carduelis pinus,34402
16560,Spinus notatus,02/06/2008,,Carduelis notata,34407
16570,Spinus tristis,02/06/2008,,Carduelis tristis,34389
16580,Spinus psaltria,02/06/2008,,Carduelis psaltria,34394
16590,Spinus lawrencei,02/06/2008,,Carduelis lawrencei,34388
16600,Linaria cannabina,02/06/2008,,Carduelis cannabina,34290
16601,Linaria cannabina cannabina,02/06/2008,,Carduelis cannabina cannabina,34292
16602,Linaria cannabina meadewaldoi,02/06/2008,,Carduelis cannabina meadewaldoi,34296
16603,Linaria cannabina harteri,02/06/2008,,Carduelis cannabina harteri,NA
16604,Linaria cannabina mediterranea,02/06/2008,,Carduelis cannabina mediterranea,34294
16610,Linaria yemenensis,02/06/2008,,Carduelis yemenensis,34298
16620,Linaria flavirostris,02/06/2008,,Carduelis flavirostris,34280
16630,Acanthis flammea/cabaret,02/06/2008,,Carduelis flammea,NA
16631,Acanthis flammea flammea,02/06/2008,,Carduelis flammea flammea,34301
16632,Acanthis flammea rostrata,02/06/2008,,Carduelis flammea rostrata,34302
16633,Acanthis flammea,17/01/2019,Use where subspecies not clear,Carduelis flammea flammea/rostrata,34300
16634,Acanthis cabaret,02/06/2008,,Carduelis flammea cabaret,34304
16640,Acanthis hornemanni,02/06/2008,,Carduelis hornemanni,34306
16641,Acanthis hornemanni hornemanni,02/06/2008,,Carduelis hornemanni hornemanni,34308
16642,Acanthis hornemanni exilipes,02/06/2008,,Carduelis hornemanni exilipes,34307
16649,Carduelis/Chloris/Acanthis/Linaria/Spinus sp.,02/06/2008,,Carduelis spp.,NA
16650,Loxia leucoptera,02/06/2008,,Loxia leucoptera,34337
16660,Loxia curvirostra,02/06/2008,,Loxia curvirostra,34312
16670,Loxia scotica,02/06/2008,,Loxia scotica,34310
16680,Loxia pytyopsittacus,02/06/2008,,Loxia pytyopsittacus,34309
16689,Loxia sp.,02/06/2008,,Loxia sp.,NA
16690,Leucosticte nemoricola,02/06/2008,,Leucosticte nemoricola,33931
16700,Leucosticte brandti,02/06/2008,,Leucosticte brandti,33934
16710,Leucosticte arctoa,02/06/2008,,Leucosticte arctoa,33943
16720,Leucosticte tephrocotis,02/06/2008,,Leucosticte tephrocotis,33949
16730,Rhodopechys sanguineus,02/06/2008,,Rhodopechys sanguinea,33914
16740,Rhodospiza obsoleta,02/06/2008,,Rhodospiza obsoleta,34149
16750,Bucanetes mongolicus,02/06/2008,,Bucanetes mongolicus,33923
16760,Bucanetes githagineus,02/06/2008,,Bucanetes githagineus,33918
16770,Agraphospiza rubescens,02/06/2008,,Carpodacus rubescens,33924
16780,Procarduelis nipalensis,02/06/2008,,Carpodacus nipalensis,33927
16790,Carpodacus erythrinus,02/06/2008,,Carpodacus erythrinus,33962
16800,Haemorhous purpureus,02/06/2008,,Carpodacus purpureus,34103
16810,Haemorhous cassinii,02/06/2008,,Carpodacus cassinii,34106
16820,Haemorhous mexicanus,02/06/2008,,Carpodacus mexicanus,34107
16830,Carpodacus pulcherrimus,02/06/2008,,Carpodacus pulcherrimus,33983
16840,Carpodacus waltoni eos,02/06/2008,,Carpodacus eos,33991
16850,Carpodacus rodochroa,02/06/2008,,Carpodacus rhodochrous,33992
16860,Carpodacus vinaceus,02/06/2008,,Carpodacus vinaceus,34000
16870,Carpodacus edwardsii,02/06/2008,,Carpodacus edwardsii,33993
16880,Carpodacus synoicus,02/06/2008,,Carpodacus synoicus,34004
16890,Carpodacus roseus,02/06/2008,,Carpodacus roseus,34019
16900,Carpodacus trifasciatus,02/06/2008,,Carpodacus trifasciatus,34022
16910,Carpodacus rodopeplus,02/06/2008,,Carpodacus rhodopeplus,33996
16920,Carpodacus thura,02/06/2008,,Carpodacus thura,34023
16930,Carpodacus rhodochlamys,02/06/2008,,Carpodacus rhodochlamys,33980
16940,Carpodacus grandis,02/06/2008,,Carpodacus grandis,33978
16950,Carpodacus rubicilloides,02/06/2008,,Carpodacus rubicilloides,33970
16960,Carpodacus rubicilla,02/06/2008,,Carpodacus rubicilla,33973
16970,Carpodacus puniceus,02/06/2008,,Carpodacus puniceus,34030
16980,Carpodacus roborowskii,02/06/2008,,Kozlowia roborowskii,34010
16990,Pinicola enucleator,02/06/2008,,Pinicola enucleator,33870
17000,Carpodacus subhimachalus,02/06/2008,,Propyrrhula subhimachala,34036
17010,Carpodacus ferreorostris,02/06/2008,,Chaunoproctus ferreorostris,33969
17020,Carpodacus sipahi,02/06/2008,,Haematospiza sipahi,33968
17030,Pyrrhoplectes epauletta,02/06/2008,,Pyrrhoplectes epauletta,33926
17040,Carpodacus sibiricus,02/06/2008,,Uragus sibiricus,34012
17050,Urocynchramus pylzowi,02/06/2008,,Urocynchramus pylzowi,33812
17060,Pyrrhula nipalensis,02/06/2008,,Pyrrhula nipalensis,33882
17070,Pyrrhula aurantiaca,02/06/2008,,Pyrrhula aurantiaca,33889
17080,Pyrrhula erythrocephala,02/06/2008,,Pyrrhula erythrocephala,33890
17090,Pyrrhula erythaca,02/06/2008,,Pyrrhula erythaca,33891
17100,Pyrrhula pyrrhula,02/06/2008,,Pyrrhula pyrrhula,33901
17101,Pyrrhula pyrrhula pyrrhula,02/06/2008,,Pyrrhula pyrrhula pyrrhula,33903
17102,Pyrrhula pyrrhula europaeus,02/06/2008,,Pyrrhula pyrrhula europaeus,NA
17103,Pyrrhula pyrrhula pileata,02/06/2008,,Pyrrhula pyrrhula pileata,33902
17104,Pyrrhula pyrrhula cineracea,02/06/2008,,Pyrrhula pyrrhula cineracea,33907
17105,Pyrrhula murina,02/06/2008,,Pyrrhula pyrrhula murina,33912
17110,Mycerobas icterioides,02/06/2008,,Mycerobas icterioides,33841
17120,Mycerobas affinis,02/06/2008,,Mycerobas affinis,33842
17130,Mycerobas melanozanthos,02/06/2008,,Mycerobas melanozanthos,33843
17140,Mycerobas carnipes,02/06/2008,,Mycerobas carnipes,33844
17150,Eophona migratoria,02/06/2008,,Eophona migratoria,33864
17160,Eophona personata,02/06/2008,,Eophona personata,33867
17170,Coccothraustes coccothraustes,02/06/2008,,Coccothraustes coccothraustes,33857
17180,Hesperiphona vespertina,02/06/2008,,Hesperiphona vespertina,33848
17190,Hesperiphona abeillei,02/06/2008,,Hesperiphona abeillei,33852
17200,Mniotilta varia,02/06/2008,,Mniotilta varia,35790
17210,Vermivora bachmanii,02/06/2008,,Vermivora bachmanii,35787
17220,Vermivora chrysoptera,02/06/2008,,Vermivora chrysoptera,35788
17230,Vermivora cyanoptera,02/06/2008,,Vermivora pinus,35789
17240,Leiothlypis peregrina,02/06/2008,,Vermivora peregrina,35800
17250,Leiothlypis celata,02/06/2008,,Vermivora celata,35801
17260,Leiothlypis ruficapilla,02/06/2008,,Vermivora ruficapilla,35808
17270,Leiothlypis virginiae,02/06/2008,,Vermivora virginiae,35811
17280,Leiothlypis crissalis,02/06/2008,,Vermivora crissalis,35806
17290,Leiothlypis luciae,02/06/2008,,Vermivora luciae,35807
17300,Oreothlypis superciliosa,02/06/2008,,Vermivora superciliosa,35793
17310,Setophaga pitiayumi,02/06/2008,,Parula pitiayumi,35878
17320,Setophaga americana,02/06/2008,,Parula americana,35877
17330,Setophaga aestiva,02/06/2008,,Dendroica petechia,35897
17340,Setophaga pensylvanica,02/06/2008,,Dendroica pensylvanica,35943
17350,Setophaga cerulea,02/06/2008,,Dendroica cerulea,35876
17360,Setophaga caerulescens,02/06/2008,,Dendroica caerulescens,35945
17370,Setophaga pinus,02/06/2008,,Dendroica pinus,35952
17380,Setophaga graciae,02/06/2008,,Dendroica graciae,35984
17390,Setophaga pityophila,02/06/2008,,Dendroica pityophila,35951
17400,Setophaga dominica,02/06/2008,,Dendroica dominica,35965
17410,Setophaga kirtlandii,02/06/2008,,Dendroica kirtlandii,35874
17420,Setophaga nigrescens,02/06/2008,,Dendroica nigrescens,35989
17430,Setophaga occidentalis,02/06/2008,,Dendroica occipitalis,35993
17440,Setophaga townsendi,02/06/2008,,Dendroica townsendi,35992
17450,Setophaga virens,02/06/2008,,Dendroica virens,35995
17460,Setophaga chrysoparia,02/06/2008,,Dendroica chrysoparia,35994
17470,Setophaga fusca,02/06/2008,,Dendroica fusca,35896
17480,Setophaga discolor,02/06/2008,,Dendroica discolor,35975
17490,Setophaga tigrina,02/06/2008,,Dendroica tigrina,35875
17500,Setophaga magnolia,02/06/2008,,Dendroica magnolia,35894
17510,Setophaga coronata,02/06/2008,,Dendroica coronata,35957
17520,Setophaga palmarum,02/06/2008,,Dendroica palmarum,35948
17530,Setophaga striata,02/06/2008,,Dendroica striata,35944
17540,Setophaga castanea,02/06/2008,,Dendroica castanea,35895
17550,Setophaga ruticilla,02/06/2008,,Setophaga ruticilla,35873
17560,Seiurus aurocapilla,02/06/2008,,Seiurus aurocapillus,35777
17570,Parkesia noveboracensis,02/06/2008,,Seiurus noveboracensis,35783
17580,Parkesia motacilla,02/06/2008,,Seiurus motacilla,35782
17590,Limnothlypis swainsonii,02/06/2008,,Helmitheros swainsonii,35792
17600,Helmitheros vermivorum,02/06/2008,,Helmitheros vermivorus,35781
17610,Protonotaria citrea,02/06/2008,,Protonotaria citrea,35791
17620,Geothlypis trichas,02/06/2008,,Geothlypis trichas,35851
17630,Geothlypis rostrata,02/06/2008,,Geothlypis rostrata,35845
17640,Geothlypis speciosa,02/06/2008,,Geothlypis speciosa,35839
17650,Geothlypis nelsoni,02/06/2008,,Geothlypis nelsoni,35865
17660,Geothlypis poliocephala,02/06/2008,,Chamaethlypis poliocephala,35814
17670,Geothlypis formosa,02/06/2008,,Oporornis formosus,35834
17680,Oporornis agilis,02/06/2008,,Oporornis agilis,35813
17690,Geothlypis philadelphia,02/06/2008,,Oporornis philadelphia,35833
17700,Geothlypis tolmiei,02/06/2008,,Oporornis tolmiei,35830
17710,Setophaga citrina,02/06/2008,,Wilsonia citrina,35872
17720,Cardellina pusilla,02/06/2008,,Wilsonia pusilla,36122
17730,Cardellina canadensis,02/06/2008,,Wilsonia canadensis,36121
17740,Cardellina rubrifrons,02/06/2008,,Cardinella rubrifrons,36126
17750,Cardellina rubra,02/06/2008,,Ergaticus ruber,36127
17760,Myioborus pictus,02/06/2008,,Myioborus pictus,36132
17770,Myioborus miniatus,02/06/2008,,Myioborus miniatus,36135
17780,Basileuterus lachrymosus,02/06/2008,,Euthlypis lachrymosa,36057
17790,Basileuterus culicivorus,02/06/2008,,Basileuterus culicivorus,36083
17800,Basileuterus rufifrons,02/06/2008,,Basileuterus rufifrons,36061
17810,Peucedramus taeniatus,02/06/2008,,Peucedramus taeniatus,33480
17820,Icteria virens,02/06/2008,,Icteria virens,35414
17830,Coereba flaveola,02/06/2008,,Coereba flaveola,36599
17840,Piranga bidentata,02/06/2008,,Piranga bidentata,36178
17850,Piranga flava,02/06/2008,,Piranga flava,36191
17860,Piranga rubra,02/06/2008,,Piranga rubra,36202
17870,Piranga ludoviciana,02/06/2008,,Piranga ludoviciana,36210
17880,Piranga olivacea,02/06/2008,,Piranga olivacea,36209
17890,Piranga erythrocephala,02/06/2008,,Piranga erythrocephala,36216
17900,Spindalis zena,02/06/2008,,Spindalis zena,35397
17910,Euphonia affinis,02/06/2008,,Euphonia affinis,34484
17920,Euphonia elegantissima,02/06/2008,,Euphonia elegantissima,NA
17930,Diglossa baritula,02/06/2008,,Diglossa baritula,37226
17940,Atlapetes pileatus,02/06/2008,,Atlapetes pileatus,35288
17950,Arremon torquatus,02/06/2008,,Atlapetes torquatus,34918
17960,Arremonops rufivirgatus,02/06/2008,,Arremonops rufivirgatus,34837
17970,Pipilo chlorurus,02/06/2008,,Pipilo chlorurus,35251
17980,Pipilo erythrophthalmus,02/06/2008,,Pipilo erythrophthalmus,35276
17990,Melozone fusca,02/06/2008,,Pipilo fuscus,35185
18000,Melozone aberti,02/06/2008,,Pipilo aberti,35200
18010,Melozone kieneri,02/06/2008,,Melozone kieneri,35181
18020,Phonipara canora,02/06/2008,,Tiaris canora,36664
18030,Melanospiza bicolor,02/06/2008,,Tiaris bicolor,36677
18040,Sporophila torqueola,02/06/2008,,Sporophila torqueola,36844
18050,Volatinia jacarina,02/06/2008,,Volatinia jacarina,36740
18060,Amphispiza bilineata,02/06/2008,,Aimophila bilineata,34862
18070,Artemisiospiza belli,02/06/2008,,Aimophila belli,35067
18080,Peucaea mystacalis,02/06/2008,,Aimophila mystacalis,34798
18090,Peucaea botterii,02/06/2008,,Aimophila botterii,34799
18100,Peucaea cassinii,02/06/2008,,Aimophila cassinii,34809
18110,Peucaea aestivalis,02/06/2008,,Aimophila aestivalis,34810
18120,Amphispiza quinquestriata,02/06/2008,,Aimophila quinquestriata,NA
18130,Peucaea carpalis,02/06/2008,,Aimophila carpalis,34786
18140,Aimophila ruficeps,02/06/2008,,Aimophila ruficeps,35231
18150,Aimophila rufescens,02/06/2008,,Aimophila rufescens,35223
18160,Oriturus superciliosus,02/06/2008,,Oriturus superciliosus,35072
18170,Spizelloides arborea,02/06/2008,,Spizella arborea,34995
18180,Spizella passerina,02/06/2008,,Spizella passerina,34877
18190,Spizella pallida,02/06/2008,,Spizella pallida,34884
18200,Spizella breweri,02/06/2008,,Spizella breweri,34893
18210,Spizella pusilla,02/06/2008,,Spizella pusilla,34890
18220,Spizella wortheni,02/06/2008,,Spizella wortheni,34897
18230,Spizella atrogularis,02/06/2008,,Spizella atrogularis,34885
18240,Chondestes grammacus,02/06/2008,,Chondestes grammacus,34873
18250,Pooecetes gramineus,02/06/2008,,Pooecetes gramineus,35075
18260,Passerculus sandwichensis,02/06/2008,,Ammodramus sandwichensis,35102
18270,Centronyx bairdii,02/06/2008,,Ammodramus bairdii,35098
18280,Ammodramus savannarum,02/06/2008,,Ammodramus savannarum,34814
18290,Ammospiza leconteii,02/06/2008,,Ammodramus leconteii,35080
18300,Ammospiza caudacuta,02/06/2008,,Ammodramus caudacutus,35095
18310,Ammospiza maritima,02/06/2008,,Ammodramus maritimus,35081
18320,Xenospiza baileyi,02/06/2008,,Ammodramus baileyi,35127
18330,Centronyx henslowii,02/06/2008,,Ammodramus henslowii,35099
18340,Passerella iliaca,02/06/2008,,Zonotrichia iliaca,34992
18341,Passerella iliaca iliaca,02/06/2008,,Zonotrichia iliaca iliaca,34994
18350,Melospiza melodia,02/06/2008,,Melospiza melodia,35128
18360,Melospiza lincolnii,02/06/2008,,Zonotrichia lincolnii,35168
18370,Melospiza georgiana,02/06/2008,,Zonotrichia georgiana,35172
18380,Zonotrichia querula,02/06/2008,,Zonotrichia querula,35063
18390,Zonotrichia leucophrys,02/06/2008,,Zonotrichia leucophrys,35056
18400,Zonotrichia albicollis,02/06/2008,,Zonotrichia albicollis,35064
18410,Zonotrichia atricapilla,02/06/2008,,Zonotrichia atricapilla,35062
18420,Junco hyemalis,02/06/2008,,Junco hyemalis,35001
18430,Junco hyemalis caniceps,02/06/2008,,Junco caniceps,35015
18440,Junco phaeonotus,02/06/2008,,Junco phaeonotus,35017
18450,Calamospiza melanocorys,02/06/2008,,Calamospiza melanocorys,34876
18460,Rhynchophanes mccownii,02/06/2008,,Calcarius mccownii,34542
18470,Calcarius lapponicus,02/06/2008,,Calcarius lapponicus,34543
18480,Calcarius ornatus,02/06/2008,,Calcarius ornatus,34550
18490,Calcarius pictus,02/06/2008,,Calcarius pictus,34549
18500,Plectrophenax nivalis,02/06/2008,,Plectrophenax nivalis,34551
18501,Plectrophenax nivalis nivalis,02/06/2008,,Plectrophenax nivalis nivalis,34552
18502,Plectrophenax nivalis insulae,02/06/2008,,Plectrophenax nivalis insulae,34553
18510,Emberiza siemsseni,02/06/2008,,Emberiza siemsseni,34565
18520,Emberiza variabilis,02/06/2008,,Emberiza variabilis,34687
18530,Emberiza spodocephala,02/06/2008,,Emberiza spodocephala,34682
18540,Emberiza sulphurata,02/06/2008,,Emberiza sulphurata,34681
18550,Emberiza koslowi,02/06/2008,,Emberiza koslowi,34678
18560,Emberiza leucocephalos,02/06/2008,,Emberiza leucocephalos,34574
18570,Emberiza citrinella,02/06/2008,,Emberiza citrinella,34570
18580,Emberiza cirlus,02/06/2008,,Emberiza cirlus,34609
18590,Emberiza stewarti,02/06/2008,,Emberiza stewarti,34598
18600,Emberiza cia,02/06/2008,,Emberiza cia,34577
18610,Emberiza cioides,02/06/2008,,Emberiza cioides,34592
18620,Emberiza jankowskii,02/06/2008,,Emberiza jankowskii,34599
18630,Emberiza striolata,02/06/2008,,Emberiza striolata,34612
18640,Emberiza tahapisi,02/06/2008,,Emberiza tahapisi,34623
18650,Emberiza cineracea,02/06/2008,,Emberiza cineracea,34604
18660,Emberiza hortulana,02/06/2008,,Emberiza hortulana,34607
18670,Emberiza buchanani,02/06/2008,,Emberiza buchanani,34600
18680,Emberiza caesia,02/06/2008,,Emberiza caesia,34608
18690,Emberiza fucata,02/06/2008,,Emberiza fucata,34646
18700,Emberiza elegans,02/06/2008,,Emberiza elegans,34655
18710,Emberiza chrysophrys,02/06/2008,,Emberiza chrysophrys,34651
18720,Emberiza tristrami,02/06/2008,,Emberiza tristrami,34645
18730,Emberiza rustica,02/06/2008,,Emberiza rustica,34652
18740,Emberiza pusilla,02/06/2008,,Emberiza pusilla,34650
18750,Emberiza rutila,02/06/2008,,Emberiza rutila,34677
18760,Emberiza aureola,02/06/2008,,Emberiza aureola,34659
18770,Emberiza schoeniclus,02/06/2008,,Emberiza schoeniclus,34698
18771,Emberiza schoeniclus schoeniclus,02/06/2008,,Emberiza schoeniclus schoeniclus,34700
18772,Emberiza schoeniclus witherbyi,02/06/2008,,Emberiza schoeniclus witherbyi,34708
18773,Emberiza schoeniclus lustitanica,25/06/2021,,Emberiza schoeniclus lustitanica,NA
18780,Emberiza pallasi,02/06/2008,,Emberiza pallasi,34690
18790,Emberiza yessoensis,02/06/2008,,Emberiza yessoensis,34695
18800,Emberiza bruniceps,02/06/2008,,Emberiza bruniceps,34680
18810,Emberiza melanocephala,02/06/2008,,Emberiza melanocephala,34679
18819,Emberiza sp.,02/06/2008,,Emberiza sp.,NA
18820,Emberiza calandra,02/06/2008,,Miliaria calandra,34566
18830,Emberiza lathami,02/06/2008,,Melophus lathami,34564
18840,Spiza americana,02/06/2008,,Spiza americana,36335
18850,Pheucticus chrysopeplus,02/06/2008,,Pheucticus chrysopeplus,36258
18860,Pheucticus melanocephalus,02/06/2008,,Pheucticus melanocephalus,36275
18870,Pheucticus ludovicianus,02/06/2008,,Pheucticus ludovicianus,36274
18880,Cardinalis cardinalis,02/06/2008,,Cardinalis cardinalis,36289
18890,Cardinalis sinuatus,02/06/2008,,Cardinalis sinuatus,36310
18900,Rhodothraupis celaeno,02/06/2008,,Rhodothraupis celaeno,NA
18910,Passerina caerulea,02/06/2008,,Guiraca caerulea,36355
18920,Passerina cyanea,02/06/2008,,Passerina cyanea,36363
18930,Passerina amoena,02/06/2008,,Passerina amoena,36364
18940,Passerina versicolor,02/06/2008,,Passerina versicolor,36365
18950,Passerina ciris,02/06/2008,,Passerina ciris,36370
18960,Passerina leclancherii,02/06/2008,,Passerina leclancherii,36374
18970,Dolichonyx oryzivorus,02/06/2008,,Dolichonyx oryzivorus,35418
18980,Molothrus aeneus,02/06/2008,,Molothrus aeneus,35669
18990,Molothrus ater,02/06/2008,,Molothrus ater,35675
